firstname,obs,pcthispanic,pctwhite,pctblack,pctapi,pctaian,pct2prace,count_web,gender,prob
Karie,71,0.0,95.775,2.817,1.408,0.0,0.0,3365,female,1.0
Karim,74,2.703,62.162,12.162,21.622,0.0,1.351,170202,male,0.99
Karin,702,1.852,96.581,0.427,0.997,0.142,0.0,150973,female,0.99
Karina,206,54.854,41.262,1.942,1.456,0.0,0.485,208618,female,1.0
Karine,35,2.857,94.286,2.857,0.0,0.0,0.0,124147,female,0.99
Karissa,50,4.0,84.0,8.0,4.0,0.0,0.0,6940,female,1.0
Karl,1421,0.704,93.737,2.815,2.604,0.07,0.07,129633,male,1.0
Karla,860,14.535,80.233,4.302,0.581,0.0,0.349,171729,female,1.0
Karleen,33,0.0,87.879,9.091,3.03,0.0,0.0,1526,female,1.0
Karlene,49,0.0,89.796,8.163,2.041,0.0,0.0,3571,female,1.0
Karli,22,0.0,100.0,0.0,0.0,0.0,0.0,4186,female,0.95
Karma,31,0.0,87.097,3.226,9.677,0.0,0.0,6401,female,0.9
Karmen,33,3.03,90.909,6.061,0.0,0.0,0.0,9703,female,0.99
Karol,125,2.4,90.4,4.0,1.6,0.8,0.8,32580,male,0.85
Karolyn,56,0.0,96.429,3.571,0.0,0.0,0.0,2734,female,1.0
Karon,70,1.429,88.571,8.571,1.429,0.0,0.0,335,female,0.79
Karri,59,1.695,98.305,0.0,0.0,0.0,0.0,3913,female,0.96
Karrie,113,0.0,98.23,0.0,0.885,0.0,0.885,5652,female,1.0
Karry,16,0.0,100.0,0.0,0.0,0.0,0.0,304,female,0.74
Karthik,30,0.0,20.0,0.0,80.0,0.0,0.0,45816,male,1.0
Kary,37,2.703,83.784,13.514,0.0,0.0,0.0,1804,female,0.89
Karyn,301,0.332,95.349,1.661,2.658,0.0,0.0,14342,female,1.0
Kasey,164,0.61,94.512,1.22,3.049,0.61,0.0,1556,female,0.76
Kassandra,31,3.226,87.097,9.677,0.0,0.0,0.0,13804,female,1.0
Katarina,18,0.0,100.0,0.0,0.0,0.0,0.0,47354,female,1.0
Katarzyna,106,0.0,100.0,0.0,0.0,0.0,0.0,157238,female,0.99
Kate,422,0.711,93.365,2.844,3.081,0.0,0.0,246624,female,1.0
Katelyn,63,0.0,90.476,0.0,9.524,0.0,0.0,32169,female,1.0
Katerina,35,2.857,94.286,0.0,0.0,0.0,2.857,57891,female,0.99
Katharine,370,0.27,97.027,0.811,1.351,0.0,0.541,15341,female,1.0
Kathe,25,0.0,100.0,0.0,0.0,0.0,0.0,3309,female,1.0
Katherin,20,0.0,100.0,0.0,0.0,0.0,0.0,9335,female,1.0
Katherine,4802,1.833,94.252,1.562,2.187,0.083,0.083,231700,female,1.0
Katheryn,94,2.128,94.681,1.064,1.064,1.064,0.0,4018,female,1.0
Kathi,162,0.0,98.148,0.617,0.617,0.617,0.0,16992,female,0.99
Kathie,206,2.427,91.262,0.971,5.34,0.0,0.0,15142,female,1.0
Kathleen,10868,0.773,97.654,0.515,0.837,0.092,0.129,187108,female,1.0
Kathlyn,46,2.174,91.304,4.348,2.174,0.0,0.0,2100,female,1.0
Kathrin,16,0.0,100.0,0.0,0.0,0.0,0.0,26974,female,0.99
Kathrine,67,2.985,91.045,5.97,0.0,0.0,0.0,8960,female,1.0
Kathryn,4720,0.975,97.225,1.017,0.636,0.042,0.106,120359,female,1.0
Kathryne,35,0.0,97.143,2.857,0.0,0.0,0.0,1198,female,1.0
Kathy,3523,1.731,93.017,2.186,2.81,0.142,0.114,328137,female,1.0
Kati,34,0.0,97.059,0.0,2.941,0.0,0.0,25925,female,0.99
Katie,1110,0.541,94.505,2.252,2.523,0.0,0.18,267915,female,1.0
Katina,73,0.0,68.493,31.507,0.0,0.0,0.0,6082,female,1.0
Katrin,30,0.0,100.0,0.0,0.0,0.0,0.0,42444,female,0.99
Katrina,636,2.044,81.918,13.522,1.572,0.157,0.786,77236,female,1.0
Katy,143,3.497,89.51,0.699,6.294,0.0,0.0,69979,female,1.0
Kaushik,35,2.857,17.143,0.0,77.143,2.857,0.0,18358,male,1.0
Kavita,54,0.0,22.222,0.0,77.778,0.0,0.0,27207,female,1.0
Kavitha,34,0.0,17.647,0.0,79.412,2.941,0.0,17576,female,1.0
Kay,994,1.006,91.851,3.119,3.823,0.101,0.101,15497,female,0.53
Kayce,21,0.0,100.0,0.0,0.0,0.0,0.0,179,female,0.59
Kaye,149,0.671,93.96,4.027,1.342,0.0,0.0,1489,female,0.93
Kayla,252,1.587,92.857,1.984,3.571,0.0,0.0,103921,female,1.0
Kaylee,24,0.0,100.0,0.0,0.0,0.0,0.0,16434,female,1.0
Kayleen,17,0.0,100.0,0.0,0.0,0.0,0.0,2045,female,1.0
Kaylyn,18,0.0,100.0,0.0,0.0,0.0,0.0,2626,female,1.0
Kazimierz,34,0.0,100.0,0.0,0.0,0.0,0.0,5086,male,1.0
Ke,37,0.0,0.0,0.0,100.0,0.0,0.0,8782,male,0.96
Kee,15,0.0,0.0,0.0,100.0,0.0,0.0,851,male,0.74
Keegan,27,0.0,100.0,0.0,0.0,0.0,0.0,824,male,0.96
Keely,76,0.0,96.053,2.632,0.0,1.316,0.0,6309,female,1.0
Keenan,31,0.0,64.516,29.032,6.452,0.0,0.0,6701,male,1.0
Keiko,41,0.0,29.268,4.878,60.976,0.0,4.878,8448,female,0.99
Keisha,80,2.5,25.0,72.5,0.0,0.0,0.0,16988,female,1.0
Keith,5495,0.637,92.957,4.531,1.601,0.091,0.182,262745,male,1.0
Keli,44,0.0,90.909,4.545,2.273,0.0,2.273,7537,female,0.96
Kelle,39,0.0,100.0,0.0,0.0,0.0,0.0,238,female,0.76
Kellee,46,0.0,86.957,10.87,2.174,0.0,0.0,2490,female,1.0
Kelleen,15,0.0,100.0,0.0,0.0,0.0,0.0,281,female,1.0
Kelley,670,0.149,97.91,1.045,0.597,0.299,0.0,2939,female,0.92
Kelli,880,0.455,95.795,2.727,0.568,0.227,0.227,44805,female,1.0
Kellie,518,0.772,95.946,1.544,0.965,0.386,0.386,35111,female,1.0
Kelly,7218,0.707,96.814,0.707,1.538,0.139,0.097,62441,female,0.89
Kelsey,149,0.671,96.644,1.342,0.671,0.0,0.671,6653,female,0.96
Kelvin,232,5.172,28.448,40.517,25.431,0.431,0.0,79403,male,1.0
Ken,590,0.847,71.695,1.356,26.102,0.0,0.0,290665,male,1.0
Kendal,31,3.226,87.097,9.677,0.0,0.0,0.0,669,male,0.66
Kendall,251,0.797,91.235,6.375,1.594,0.0,0.0,1836,male,0.55
Kendra,470,0.426,91.064,7.234,0.638,0.213,0.426,40540,female,1.0
Kendrick,35,0.0,54.286,37.143,8.571,0.0,0.0,6704,male,1.0
Kenia,30,73.333,16.667,10.0,0.0,0.0,0.0,16808,female,1.0
Kenna,33,0.0,93.939,6.061,0.0,0.0,0.0,2965,female,0.98
Kenneth,12501,1.064,92.305,4.224,2.168,0.088,0.152,237332,male,1.0
Kenny,348,2.874,54.885,4.023,37.356,0.287,0.575,96745,male,0.99
Kent,1160,0.345,93.19,1.81,4.569,0.0,0.086,57809,male,1.0
Kenton,93,0.0,92.473,5.376,1.075,1.075,0.0,3366,male,1.0
Kenya,48,2.083,22.917,70.833,0.0,0.0,4.167,1031,female,0.84
Kenyon,32,3.125,78.125,6.25,12.5,0.0,0.0,189,male,0.98
Keren,38,13.158,76.316,2.632,7.895,0.0,0.0,11833,female,1.0
Keri,400,1.0,97.5,0.5,0.75,0.0,0.25,21121,female,0.99
Kerin,22,0.0,100.0,0.0,0.0,0.0,0.0,157,female,0.74
Kermit,70,0.0,87.143,12.857,0.0,0.0,0.0,2572,male,0.98
Kerri,508,0.984,97.835,0.591,0.591,0.0,0.0,28200,female,1.0
Kerrie,123,0.0,99.187,0.813,0.0,0.0,0.0,13087,female,1.0
Kerry,1396,0.788,95.487,2.436,1.074,0.143,0.072,10621,female,0.73
Kerstin,53,0.0,96.226,0.0,0.0,3.774,0.0,49518,female,0.99
Ketan,36,0.0,19.444,0.0,77.778,0.0,2.778,20709,male,1.0
Kevan,34,0.0,100.0,0.0,0.0,0.0,0.0,4203,male,1.0
Keven,55,1.818,90.909,3.636,3.636,0.0,0.0,6477,male,1.0
Kevin,14705,0.816,92.962,2.836,3.237,0.061,0.088,932165,male,1.0
Khaled,60,3.333,65.0,3.333,25.0,3.333,0.0,114495,male,0.99
Khalid,92,1.087,44.565,4.348,47.826,2.174,0.0,125455,male,0.99
Khalil,43,0.0,81.395,9.302,9.302,0.0,0.0,37687,male,0.99
Khang,17,0.0,0.0,0.0,100.0,0.0,0.0,3105,male,1.0
Khanh,140,0.0,1.429,0.0,97.143,0.714,0.714,724,male,0.82
Khoa,51,0.0,3.922,1.961,94.118,0.0,0.0,5675,male,1.0
Khoi,42,2.381,2.381,0.0,95.238,0.0,0.0,221,male,0.98
Ki,76,0.0,5.263,1.316,93.421,0.0,0.0,2387,male,0.73
Kia,35,0.0,40.0,45.714,14.286,0.0,0.0,11637,female,0.95
Kien,34,0.0,2.941,0.0,97.059,0.0,0.0,3761,male,0.98
Kieran,62,3.226,96.774,0.0,0.0,0.0,0.0,4654,male,0.99
Kiersten,36,2.778,91.667,5.556,0.0,0.0,0.0,4122,female,1.0
Kiet,46,0.0,4.348,0.0,93.478,0.0,2.174,1917,male,1.0
Kieu,18,0.0,0.0,0.0,100.0,0.0,0.0,2580,female,0.99
Kiley,30,0.0,96.667,3.333,0.0,0.0,0.0,462,female,0.84
Kim,3221,0.776,84.508,4.409,9.78,0.155,0.373,83361,female,0.7
Kimball,24,0.0,100.0,0.0,0.0,0.0,0.0,115,male,0.91
Kimber,52,0.0,96.154,3.846,0.0,0.0,0.0,395,female,0.9
Kimberlee,242,1.24,95.868,0.413,2.066,0.413,0.0,6307,female,1.0
Kimberley,459,1.525,91.503,5.447,1.089,0.0,0.436,36423,female,1.0
Kimberli,32,0.0,90.625,6.25,3.125,0.0,0.0,1602,female,1.0
Kimberlie,53,1.887,96.226,1.887,0.0,0.0,0.0,1351,female,1.0
Kimberly,9637,1.09,93.982,3.756,0.892,0.104,0.176,270670,female,1.0
Kin,74,0.0,0.0,0.0,100.0,0.0,0.0,1873,male,0.79
King,64,3.125,12.5,9.375,71.875,1.563,1.563,16691,male,0.96
Kinga,17,0.0,100.0,0.0,0.0,0.0,0.0,43251,female,0.99
Kip,119,0.0,99.16,0.0,0.84,0.0,0.0,7139,male,0.98
Kira,89,1.124,93.258,5.618,0.0,0.0,0.0,24871,female,0.96
Kiran,115,0.87,16.522,0.0,80.87,1.739,0.0,5227,male,0.69
Kirby,142,1.408,88.732,5.634,3.521,0.704,0.0,1274,male,0.77
Kirk,1132,0.353,95.583,2.385,1.325,0.265,0.088,44046,male,1.0
Kirsten,511,0.587,98.63,0.196,0.391,0.196,0.0,67908,female,1.0
Kirstin,82,1.22,96.341,0.0,2.439,0.0,0.0,8382,female,1.0
Kirt,41,0.0,95.122,2.439,2.439,0.0,0.0,2285,male,1.0
Kishore,42,0.0,16.667,0.0,83.333,0.0,0.0,29663,male,1.0
Kit,75,0.0,46.667,0.0,52.0,0.0,1.333,2808,male,0.68
Kitty,87,1.149,75.862,2.299,19.54,1.149,0.0,31083,female,0.99
Klaus,93,1.075,98.925,0.0,0.0,0.0,0.0,77944,male,1.0
Koji,15,0.0,0.0,0.0,100.0,0.0,0.0,7436,male,1.0
Kong,31,0.0,0.0,0.0,96.774,0.0,3.226,7793,male,0.97
Konrad,39,5.128,89.744,2.564,2.564,0.0,0.0,35864,male,1.0
Konstantin,53,0.0,94.34,0.0,5.66,0.0,0.0,31094,male,1.0
Konstantinos,49,2.041,97.959,0.0,0.0,0.0,0.0,25062,male,1.0
Korey,45,0.0,86.667,13.333,0.0,0.0,0.0,487,male,0.94
Kori,76,0.0,98.684,1.316,0.0,0.0,0.0,620,female,0.71
Kory,122,0.0,96.721,1.639,1.639,0.0,0.0,1099,male,0.8
Kostas,18,0.0,100.0,0.0,0.0,0.0,0.0,31863,male,0.99
Kou,19,0.0,0.0,0.0,100.0,0.0,0.0,521,male,0.84
Kraig,85,1.176,95.294,2.353,1.176,0.0,0.0,3031,male,1.0
Kris,467,1.285,92.934,0.428,5.139,0.0,0.214,26202,male,0.67
Krishna,134,1.493,25.373,1.493,67.91,2.239,1.493,4926,male,0.9
Krista,794,0.882,98.111,0.504,0.504,0.0,0.0,50211,female,1.0
Kristal,65,6.154,83.077,6.154,3.077,1.538,0.0,8228,female,0.99
Kristan,81,3.704,93.827,0.0,2.469,0.0,0.0,342,female,0.67
Kristen,2484,0.805,98.229,0.564,0.282,0.04,0.081,122727,female,1.0
Kristi,1040,1.154,95.288,1.058,1.923,0.385,0.192,51295,female,0.99
Kristian,104,5.769,93.269,0.962,0.0,0.0,0.0,10473,male,0.98
Kristie,479,1.044,94.363,1.253,2.923,0.209,0.209,23238,female,1.0
Kristin,2586,0.58,98.26,0.503,0.657,0.0,0.0,123443,female,1.0
Kristina,1186,2.108,94.688,1.349,1.602,0.084,0.169,154181,female,1.0
Kristine,1566,1.149,95.275,0.447,2.81,0.064,0.255,66747,female,1.0
Kristofer,71,2.817,94.366,0.0,2.817,0.0,0.0,5251,male,1.0
Kristoffer,43,0.0,86.047,2.326,11.628,0.0,0.0,12495,male,1.0
Kristopher,445,1.348,96.404,1.124,0.899,0.225,0.0,14526,male,1.0
Kristy,740,0.676,95.676,1.486,2.027,0.0,0.135,52190,female,1.0
Kristyn,57,0.0,100.0,0.0,0.0,0.0,0.0,4941,female,1.0
Krysta,22,0.0,100.0,0.0,0.0,0.0,0.0,3339,female,1.0
Krystal,215,5.116,80.93,12.558,0.465,0.465,0.465,37260,female,1.0
Krystle,48,8.333,70.833,16.667,2.083,0.0,2.083,8812,female,1.0
Krystyna,71,1.408,95.775,0.0,1.408,1.408,0.0,18588,female,0.99
Krzysztof,140,0.0,99.286,0.0,0.714,0.0,0.0,119950,male,1.0
Kulwant,34,2.941,8.824,0.0,88.235,0.0,0.0,118,male,0.96
Kulwinder,37,0.0,10.811,0.0,81.081,8.108,0.0,132,male,0.87
Kumar,50,0.0,26.0,0.0,68.0,6.0,0.0,62617,male,1.0
Kun,49,0.0,0.0,0.0,100.0,0.0,0.0,1495,male,0.79
Kuo,22,0.0,0.0,0.0,100.0,0.0,0.0,317,male,0.83
Kurt,1674,0.239,97.909,0.956,0.777,0.0,0.119,92867,male,1.0
Kurtis,185,0.0,97.297,0.0,2.703,0.0,0.0,7306,male,1.0
Kwang,69,0.0,5.797,0.0,94.203,0.0,0.0,4357,male,0.9
Kwok,56,0.0,0.0,0.0,100.0,0.0,0.0,4228,male,0.99
Kwong,18,0.0,0.0,0.0,100.0,0.0,0.0,200,male,0.91
Ky,41,0.0,19.512,0.0,78.049,0.0,2.439,648,male,0.79
Kyaw,21,0.0,0.0,0.0,100.0,0.0,0.0,10002,male,0.99
Kyla,44,0.0,100.0,0.0,0.0,0.0,0.0,12014,female,1.0
Kyle,2487,0.362,96.381,1.407,1.568,0.121,0.161,225258,male,1.0
Kylie,58,0.0,94.828,3.448,1.724,0.0,0.0,37309,female,1.0
Kymberly,31,0.0,90.323,6.452,3.226,0.0,0.0,1870,female,1.0
Kyong,53,1.887,9.434,1.887,86.792,0.0,0.0,893,female,0.89
Kyra,62,0.0,83.871,12.903,3.226,0.0,0.0,13240,female,1.0
Kyu,34,0.0,0.0,0.0,100.0,0.0,0.0,2419,male,0.96
Kyung,183,0.546,3.279,0.0,95.628,0.546,0.0,1813,male,0.61
Lacey,170,0.0,98.235,1.765,0.0,0.0,0.0,1637,female,0.97
Lacy,105,0.952,90.476,7.619,0.0,0.952,0.0,700,female,0.81
Ladonna,141,0.0,74.468,24.113,0.709,0.0,0.709,6487,female,1.0
Lael,23,0.0,100.0,0.0,0.0,0.0,0.0,107,female,0.54
Lai,80,0.0,1.25,1.25,97.5,0.0,0.0,2258,female,0.55
Laila,56,5.357,73.214,3.571,17.857,0.0,0.0,54963,female,0.99
Laird,15,0.0,100.0,0.0,0.0,0.0,0.0,1070,male,1.0
Lakisha,34,0.0,8.824,91.176,0.0,0.0,0.0,5005,female,1.0
Lakshmi,71,2.817,12.676,0.0,81.69,1.408,1.408,41207,female,1.0
Lam,90,0.0,0.0,0.0,100.0,0.0,0.0,2736,male,0.59
Lamar,75,0.0,72.0,26.667,0.0,0.0,1.333,1003,male,0.79
Lamont,71,0.0,49.296,49.296,1.408,0.0,0.0,7002,male,1.0
Lan,171,1.17,8.772,0.585,89.474,0.0,0.0,2226,female,0.63
Lana,445,0.899,93.708,2.472,2.697,0.0,0.225,52373,female,1.0
Lance,1254,1.196,93.222,2.073,2.951,0.399,0.159,58886,male,1.0
Landon,88,0.0,96.591,3.409,0.0,0.0,0.0,11902,male,1.0
Lane,162,0.617,93.827,3.086,1.235,0.0,1.235,1568,male,0.67
Lanette,56,3.571,89.286,7.143,0.0,0.0,0.0,2310,female,1.0
Lani,89,0.0,83.146,1.124,15.73,0.0,0.0,1205,female,0.75
Lanny,89,2.247,89.888,2.247,5.618,0.0,0.0,5099,male,0.96
Lara,323,2.167,95.975,0.619,0.929,0.31,0.0,120445,female,0.99
Laraine,49,2.041,85.714,8.163,4.082,0.0,0.0,2153,female,1.0
Larisa,121,1.653,97.521,0.0,0.826,0.0,0.0,25908,female,1.0
Larissa,135,3.704,87.407,4.444,4.444,0.0,0.0,101683,female,1.0
Larry,6650,1.835,90.436,5.955,1.383,0.211,0.18,269573,male,1.0
Lars,108,0.926,99.074,0.0,0.0,0.0,0.0,120253,male,1.0
Larue,21,0.0,100.0,0.0,0.0,0.0,0.0,101,female,0.52
Larysa,19,0.0,100.0,0.0,0.0,0.0,0.0,2533,female,0.99
Laszlo,53,0.0,98.113,0.0,1.887,0.0,0.0,13530,male,0.99
Latanya,32,0.0,3.125,96.875,0.0,0.0,0.0,4026,female,1.0
Latasha,82,3.659,8.537,86.585,0.0,0.0,1.22,11496,female,1.0
Latisha,40,2.5,32.5,65.0,0.0,0.0,0.0,7625,female,1.0
Latonya,66,0.0,3.03,93.939,0.0,3.03,0.0,8471,female,1.0
Latoya,93,4.301,4.301,91.398,0.0,0.0,0.0,22900,female,1.0
Latrice,32,3.125,6.25,90.625,0.0,0.0,0.0,4081,female,1.0
Launa,18,0.0,100.0,0.0,0.0,0.0,0.0,1097,female,0.99
Laura,9518,5.589,92.509,0.756,0.872,0.137,0.137,1217635,female,1.0
Lauralee,22,0.0,100.0,0.0,0.0,0.0,0.0,1262,female,1.0
Laureen,101,0.99,93.069,2.97,1.98,0.0,0.99,6758,female,0.99
Laurel,579,0.518,96.2,1.554,1.036,0.345,0.345,2010,female,0.89
Lauren,2286,0.962,96.238,1.4,0.962,0.175,0.262,298272,female,1.0
Laurence,491,0.815,93.279,3.462,2.24,0.204,0.0,132123,male,0.6
Laurene,43,0.0,97.674,0.0,2.326,0.0,0.0,3580,female,0.99
Laurent,49,0.0,87.755,8.163,4.082,0.0,0.0,202528,male,0.99
Lauretta,42,2.381,95.238,2.381,0.0,0.0,0.0,5210,female,0.99
Lauri,207,0.966,98.551,0.483,0.0,0.0,0.0,16165,female,0.91
Laurie,2800,1.214,97.286,0.536,0.714,0.107,0.143,126324,female,1.0
Laurin,20,0.0,100.0,0.0,0.0,0.0,0.0,361,male,0.58
Lauro,45,75.556,8.889,0.0,15.556,0.0,0.0,11038,male,1.0
Lavern,52,0.0,75.0,25.0,0.0,0.0,0.0,119,female,0.61
Laverne,150,2.0,62.0,34.667,1.333,0.0,0.0,504,female,0.9
Lavon,36,0.0,80.556,16.667,2.778,0.0,0.0,114,female,0.66
Lavonne,88,2.273,87.5,10.227,0.0,0.0,0.0,3237,female,1.0
Lawanda,37,0.0,24.324,75.676,0.0,0.0,0.0,4064,female,1.0
Lawrence,4581,2.205,90.854,4.191,2.489,0.109,0.153,103162,male,1.0
Layne,78,0.0,94.872,0.0,5.128,0.0,0.0,483,male,0.71
Lazaro,75,89.333,4.0,0.0,5.333,1.333,0.0,12261,male,1.0
Le,83,0.0,13.253,1.205,85.542,0.0,0.0,24070,male,0.79
Lea,264,2.273,88.258,1.515,7.955,0.0,0.0,74524,female,0.99
Leah,1042,1.344,92.994,2.591,2.687,0.096,0.288,102968,female,1.0
Leandro,43,67.442,18.605,0.0,13.953,0.0,0.0,154889,male,1.0
Leann,271,2.952,92.62,1.107,2.214,0.738,0.369,12662,female,1.0
Leanna,100,2.0,89.0,3.0,6.0,0.0,0.0,8378,female,1.0
Leanne,393,1.781,95.929,0.254,1.527,0.254,0.254,56501,female,1.0
Lee,2497,0.961,90.308,4.445,4.165,0.08,0.04,51837,male,0.83
Leeann,151,0.662,94.702,1.325,3.311,0.0,0.0,10263,female,1.0
Leena,50,2.0,36.0,0.0,62.0,0.0,0.0,22761,female,1.0
Leesa,51,1.961,96.078,1.961,0.0,0.0,0.0,4162,female,1.0
Lei,116,0.862,2.586,0.0,96.552,0.0,0.0,2887,female,0.55
Leif,90,1.111,97.778,0.0,0.0,0.0,1.111,24828,male,1.0
Leigh,618,0.485,96.602,1.456,1.294,0.162,0.0,5548,female,0.71
Leighton,39,0.0,64.103,25.641,10.256,0.0,0.0,629,male,0.95
Leila,163,6.135,74.847,6.135,12.883,0.0,0.0,110626,female,1.0
Leilani,72,4.167,59.722,2.778,31.944,0.0,1.389,7322,female,1.0
Leisa,67,0.0,94.03,5.97,0.0,0.0,0.0,4655,female,1.0
Lela,63,3.175,73.016,23.81,0.0,0.0,0.0,9324,female,0.99
Leland,249,0.402,91.165,2.41,6.024,0.0,0.0,5916,male,1.0
Lelia,32,12.5,53.125,31.25,3.125,0.0,0.0,3474,female,1.0
Len,49,0.0,73.469,8.163,18.367,0.0,0.0,3240,male,0.76
Lena,287,4.181,74.216,11.498,9.408,0.697,0.0,124325,female,0.99
Lenard,33,0.0,81.818,9.091,9.091,0.0,0.0,2473,male,1.0
Lenny,42,9.524,69.048,7.143,14.286,0.0,0.0,5135,male,0.74
Lenora,111,2.703,71.171,21.622,3.604,0.901,0.0,5170,female,1.0
Lenore,166,3.012,91.566,4.217,1.205,0.0,0.0,5713,female,1.0
Leo,810,6.667,80.988,4.321,7.778,0.123,0.123,186914,male,0.98
Leobardo,45,100.0,0.0,0.0,0.0,0.0,0.0,2938,male,1.0
Leon,693,3.175,72.872,19.048,4.185,0.577,0.144,106494,male,1.0
Leona,180,1.667,86.667,8.889,2.778,0.0,0.0,18936,female,1.0
Leonard,1857,3.231,87.291,7.001,2.1,0.108,0.269,66985,male,1.0
Leonardo,257,65.37,21.401,0.389,12.84,0.0,0.0,270233,male,1.0
Leonel,144,89.583,7.639,1.389,1.389,0.0,0.0,34017,male,1.0
Leonid,148,1.351,97.973,0.0,0.676,0.0,0.0,13440,male,1.0
Leonor,77,74.026,14.286,1.299,10.39,0.0,0.0,25533,female,1.0
Leonora,59,10.169,44.068,8.475,37.288,0.0,0.0,7042,female,1.0
Leopoldo,136,80.882,8.824,0.0,9.559,0.0,0.735,16633,male,1.0
Leora,34,0.0,88.235,0.0,5.882,0.0,5.882,1846,female,1.0
Leroy,621,4.026,69.082,24.96,0.966,0.483,0.483,26282,male,0.98
Les,65,0.0,93.846,0.0,4.615,1.538,0.0,42301,male,0.98
Lesa,150,0.0,94.0,5.333,0.0,0.667,0.0,7096,female,0.99
Leslee,68,0.0,100.0,0.0,0.0,0.0,0.0,2908,female,0.99
Lesley,438,2.055,91.324,3.425,2.283,0.457,0.457,8674,female,0.9
Lesli,62,6.452,91.935,0.0,1.613,0.0,0.0,4315,female,0.99
Leslie,3964,1.791,92.634,3.633,1.615,0.151,0.177,22355,female,0.83
Lesly,44,22.727,50.0,22.727,2.273,2.273,0.0,2374,female,0.89
Lester,526,3.042,81.179,11.597,3.612,0.19,0.38,24996,male,1.0
Leszek,36,0.0,97.222,0.0,2.778,0.0,0.0,8271,male,1.0
Leta,53,0.0,96.226,1.887,1.887,0.0,0.0,2786,female,0.98
Letha,44,0.0,86.364,13.636,0.0,0.0,0.0,1764,female,0.99
Leticia,598,75.251,16.89,1.338,6.187,0.0,0.334,113369,female,1.0
Letitia,75,6.667,68.0,21.333,4.0,0.0,0.0,7107,female,1.0
Levi,171,2.924,88.304,5.848,2.924,0.0,0.0,31229,male,0.99
Levon,48,0.0,85.417,10.417,2.083,0.0,2.083,765,male,0.99
Lewis,695,0.863,90.216,6.763,1.727,0.432,0.0,57822,male,1.0
Lex,17,0.0,100.0,0.0,0.0,0.0,0.0,15006,male,0.98
Lezlie,35,0.0,97.143,0.0,2.857,0.0,0.0,1354,female,0.99
Li,300,0.667,1.333,0.0,98.0,0.0,0.0,6952,female,0.66
Lia,71,8.451,76.056,4.225,8.451,1.408,1.408,52465,female,0.99
Liam,66,1.515,96.97,0.0,1.515,0.0,0.0,71923,male,1.0
Lian,38,2.632,7.895,2.632,86.842,0.0,0.0,1505,female,0.64
Liana,74,16.216,75.676,4.054,4.054,0.0,0.0,25472,female,1.0
Liane,74,1.351,81.081,1.351,16.216,0.0,0.0,11634,female,1.0
Liang,70,0.0,1.429,0.0,98.571,0.0,0.0,13542,male,0.98
Lianne,43,0.0,88.372,0.0,11.628,0.0,0.0,11278,female,1.0
Libby,55,3.636,96.364,0.0,0.0,0.0,0.0,22080,female,1.0
Lida,53,11.321,77.358,0.0,11.321,0.0,0.0,14220,female,0.99
Lidia,201,57.711,38.806,0.995,2.488,0.0,0.0,99508,female,1.0
Liem,40,2.5,2.5,0.0,95.0,0.0,0.0,1826,male,0.99
Lien,80,0.0,0.0,0.0,100.0,0.0,0.0,1521,female,0.92
Liesl,31,0.0,100.0,0.0,0.0,0.0,0.0,2931,female,1.0
Ligia,52,75.0,25.0,0.0,0.0,0.0,0.0,26759,female,1.0
Lihua,19,0.0,0.0,0.0,100.0,0.0,0.0,173,female,0.83
Liisa,17,0.0,100.0,0.0,0.0,0.0,0.0,5447,female,0.99
Lila,138,3.623,89.13,1.449,5.072,0.725,0.0,33439,female,0.99
Lili,52,7.692,40.385,0.0,50.0,0.0,1.923,71932,female,0.97
Lilia,202,56.436,26.238,1.485,15.347,0.0,0.495,42836,female,1.0
Lilian,120,39.167,37.5,3.333,19.167,0.0,0.833,93295,female,0.97
Liliana,176,71.591,26.705,0.0,1.136,0.568,0.0,153320,female,1.0
Lilibeth,32,15.625,28.125,0.0,56.25,0.0,0.0,8046,female,1.0
Liliya,38,0.0,94.737,2.632,2.632,0.0,0.0,7798,female,1.0
Lillian,676,12.13,68.639,9.911,9.024,0.148,0.148,41681,female,1.0
Lillie,122,0.82,41.803,55.738,1.639,0.0,0.0,6767,female,1.0
Lilly,55,16.364,45.455,3.636,34.545,0.0,0.0,29778,female,0.99
Lily,258,7.752,30.233,1.163,60.465,0.0,0.388,90487,female,1.0
Liming,22,0.0,0.0,0.0,100.0,0.0,0.0,143,male,0.71
Lin,126,0.0,11.905,0.0,87.302,0.0,0.794,7434,female,0.64
Lina,198,20.202,50.0,1.515,28.283,0.0,0.0,165139,female,0.99
Lincoln,108,4.63,68.519,16.667,10.185,0.0,0.0,15550,male,1.0
Linda,16217,2.097,92.674,3.114,1.899,0.08,0.136,754202,female,1.0
Lindsay,1050,0.476,98.0,0.857,0.476,0.0,0.19,13710,female,0.94
Lindsey,916,0.764,96.07,1.092,1.747,0.109,0.218,9396,female,0.97
Lindy,85,0.0,91.765,0.0,8.235,0.0,0.0,1548,female,0.94
Linette,38,5.263,86.842,7.895,0.0,0.0,0.0,4772,female,1.0
Ling,95,1.053,2.105,0.0,96.842,0.0,0.0,2779,female,0.79
Linh,163,0.0,4.294,0.0,95.706,0.0,0.0,1295,female,0.69
Linnea,61,3.279,95.082,0.0,0.0,0.0,1.639,9258,female,1.0
